placekey,location_name,top_category,naics_code,poi_cbg
223-224@8dj-mpk-hwk,Circle K Gas,Gasoline Stations,447110.0,120570037001.0
224-222@8dj-jts-8d9,KFC,Restaurants and Other Eating Places,722513.0,120570071031.0
224-222@8dj-jw5-zj9,Society Of St Vincent De Paul Sacred Heart Conference,Religious Organizations,813110.0,120570051011.0
224-222@8dj-jw6-yjv,The Salvation Army Red Shield Lodge Emergency Shelter,"Community Food and Housing, and Emergency and Other Relief Services",624221.0,120570042002.0
225-222@8dj-f6j-68v,Cariaga Maria,Offices of Physicians,621111.0,120570002011.0
225-222@8dj-jv6-tgk,Risse Brothers School Uniforms,Clothing Stores,4481.0,120570046001.0
226-222@8dj-f6m-835,Genesis Sports Bar and Grill,Restaurants and Other Eating Places,722511.0,120570006012.0
227-222@8dj-f89-2rk,Omi's Grill,Restaurants and Other Eating Places,722511.0,120570119021.0
227-222@8dj-f8d-3wk,Murphy's Auto Repair,Automotive Repair and Maintenance,8111.0,120570026001.0
227-222@8dj-jw3-wzf,Jalexian Realty,Offices of Real Estate Agents and Brokers,531210.0,120570044003.0
228-222@8dj-dqx-tsq,,,,121010321091.0
228-223@8dj-jtv-ysq,Brookdale Senior Living,Nursing Care Facilities (Skilled Nursing Facilities),623110.0,120570068021.0
229-222@8dj-jw2-g6k,Landshark Information Technology,Electronic and Precision Equipment Repair and Maintenance,811211.0,120570055004.0
22b-222@8dj-f99-2ff,Church of God by Faith,Religious Organizations,813110.0,120570019003.0
22b-223@8dj-jw4-5xq,Data Recovery Tampa,Electronic and Precision Equipment Repair and Maintenance,811211.0,120570027005.0
22b-223@8dj-jw5-y35,1895 Kitchen Bar Market,Restaurants and Other Eating Places,722511.0,120570051011.0
22c-222@8dj-jw6-yvz,Foundation Coffee,Restaurants and Other Eating Places,722515.0,120570042002.0
22f-222@8dj-jtt-pd9,Outdoor Accents Of Florida,Lawn and Garden Equipment and Supplies Stores,4442.0,120570064004.0
22g-222@8dj-dqm-v4v,The New Creation Fellowship Church Of Tampa Inc,Religious Organizations,813110.0,121010321091.0
22g-223@8dj-f97-2zf,5 Star Dive Bar,Drinking Places (Alcoholic Beverages),722410.0,120570039001.0
22h-222@8dj-f93-y5f,Little Big World 2,Child Day Care Services,624410.0,120570018004.0
22q-222@8dj-jtx-bx5,Chef Inspired Popcorn Company,Specialty Food Stores,445299.0,120570062002.0
23w-222@8dj-jtv-h89,,,,120570067002.0
zzw-222@8dj-f6q-ghq,American Job Centers,Employment Services,561311.0,120570004022.0
zzw-222@8dj-f8d-zfz,Mambos Cafe,Restaurants and Other Eating Places,722511.0,120570024004.0
zzw-222@8dj-f8f-wp9,Bay Area Oncology,Specialty (except Psychiatric and Substance Abuse) Hospitals,622310.0,120570027001.0
zzw-222@8dj-f94-t9z,Robles Cemetery,Death Care Services,812220.0,120570010011.0
zzw-222@8dj-jtw-qxq,Roosevelt Elementary School,Elementary and Secondary Schools,611110.0,120570062002.0
zzw-222@8dj-jtw-xbk,Plant High School,Elementary and Secondary Schools,611110.0,120570060007.0
zzw-222@8dj-jw6-wzf,Tampa Heights Mortgage,Activities Related to Credit Intermediation,522310.0,120570042002.0
zzw-222@8dj-mpm-2zf,Labor Ready,Employment Services,561311.0,120570037001.0
zzw-223@8dj-jv9-x5z,Your Desired Smile,Offices of Dentists,621210.0,120570047004.0
zzw-223@8dj-jw7-249,Roof Top Cinema Club,Motion Picture and Video Industries,512131.0,120570041002.0
zzw-224@8dj-jw3-2hq,Pups Pub,Drinking Places (Alcoholic Beverages),722410.0,120570049004.0
zzw-226@8dj-f7f-qzz,Half Moon Seafood,Restaurants and Other Eating Places,722511.0,120570107014.0
zzw-22c@8dj-jyt-4n5,Yancy Street Comics South,Book Stores and News Dealers,451211.0,120570117091.0
zzw-22d@8dj-f97-3kf,La Terrazza Ristorante Italiano,Restaurants and Other Eating Places,722511.0,120570039001.0
zzy-222@8dj-f92-3qz,Classic Gentlemen Boutique,Clothing Stores,4481.0,120570015003.0
zzy-222@8dj-f94-yvz,Unmanned Systems and Solutions,"Machinery, Equipment, and Supplies Merchant Wholesalers",4238.0,120570010011.0
zzy-222@8dj-jw5-zcq,Tampa Health Insurance Specialists,"Agencies, Brokerages, and Other Insurance Related Activities",524210.0,120570051011.0
222-222@8dj-dzh-xyv,LER Web Services,"Advertising, Public Relations, and Related Services",5418.0,120570102092.0
222-222@8dj-f6k-4y9,Matt's Automotive,Automotive Repair and Maintenance,8111.0,120570108051.0
222-222@8dj-f6k-vvf,Miles Elementary School,Elementary and Secondary Schools,611110.0,120570112062.0
222-222@8dj-f83-yy9,Murphy's Express,Gasoline Stations,447110.0,120570119041.0
222-222@8dj-jw5-zzz,Floridan Palace Hotel Bw Premier Collection,Traveler Accommodation,721110.0,120570051011.0
222-222@8dj-mp4-6tv,Brandon All Stars,Other Amusement and Recreation Industries,713990.0,120570122111.0
222-223@8dj-f7j-bx5,Treehouse Yoga Center,Other Amusement and Recreation Industries,713940.0,120570008001.0
222-223@8dj-f8r-zfz,Graybar Electric Company,Building Material and Supplies Dealers,4441.0,120570116053.0
222-223@8dj-jw6-wx5,Brewster Technical Center,Elementary and Secondary Schools,611110.0,120570042002.0
222-224@8dj-jr6-z75,Sunoco,Gasoline Stations,447110.0,121030268091.0
223-222@8dj-mp4-n3q,Itco Tire,"Automotive Parts, Accessories, and Tire Stores",441320.0,120570122111.0
223-222@8dj-mpd-7t9,Remington College Tampa Campus,"Colleges, Universities, and Professional Schools",611310.0,120570120012.0
224-222@8dj-f92-m8v,Big Mommas Smokehouse Bbq,Restaurants and Other Eating Places,722511.0,120570021001.0
224-222@8dj-f93-73q,Affordable Carz USA,Automobile Dealers,441120.0,120570018002.0
224-222@8dj-jz5-4vz,Baker Distributing,"Hardware, and Plumbing and Heating Equipment and Supplies Merchant Wholesalers",423730.0,120570116053.0
224-222@8dj-mpp-9j9,Barker's Mobile Pet Grooming,Other Personal Services,812910.0,120570120022.0
224-223@8dj-jv9-xh5,Shell Oil,Gasoline Stations,447110.0,120570047004.0
225-222@8dj-f7h-jqf,Cricket Wireless,Wired and Wireless Telecommunications Carriers,517312.0,120570003006.0
225-222@8dj-f8f-2hq,Caban Skin Institute,Specialty (except Psychiatric and Substance Abuse) Hospitals,622310.0,120570027001.0
226-222@8dj-f6m-mhq,EB Sales,Automotive Repair and Maintenance,8111.0,120570006021.0
226-222@8dj-jw2-qcq,Addison Dicus,Building Material and Supplies Dealers,4441.0,120570050002.0
226-222@8dj-jwb-5fz,Cielo Spa,Personal Care Services,812199.0,120570057003.0
226-222@8dj-mr4-zzz,Signs on 7th,Printing and Related Support Activities,3231.0,120570038002.0
226-222@8dj-mr5-8jv,El Muchacho Alegre Restaurant,Restaurants and Other Eating Places,722511.0,120570053021.0
226-223@8dj-ffx-nyv,The Humming Bird Jerk house,Restaurants and Other Eating Places,722511.0,120570102113.0
227-222@8dj-f8c-td9,All Star Standard Transmission,Automotive Repair and Maintenance,8111.0,120570026001.0
227-222@8dj-f8f-7qz,Path Medical Absolute Care Imaging,Offices of Other Health Practitioners,621310.0,120570025003.0
227-222@8dj-jw6-zxq,Lombardo Heights Real Estate,Offices of Real Estate Agents and Brokers,531210.0,120570041002.0
227-223@8dj-jv9-6rk,Florida Bahamas Synod Elca,Religious Organizations,813110.0,120570047001.0
228-222@8dj-f7g-xwk,Jah Jah's,Clothing Stores,4481.0,120570010021.0
228-222@8dj-jts-ysq,Tates Pizza,Restaurants and Other Eating Places,722511.0,120570064003.0
228-222@8dj-jw4-gc5,Sammys Auto Repair And Body Shop,Automotive Repair and Maintenance,8111.0,120570045003.0
229-222@8dj-jtt-bp9,Skin NV,Personal Care Services,812199.0,120570063001.0
22c-222@8dj-ffq-hbk,Minerva Indian Restaurant,Restaurants and Other Eating Places,722511.0,120570110141.0
22f-222@8dj-fgk-gff,Fellowship Of Christian Business Community Inc,Religious Organizations,813110.0,120570102102.0
22f-222@8dj-jv3-yd9,Jerry's Food Mart,Grocery Stores,445120.0,120570069001.0
22g-222@8dj-f8y-4y9,East Lake Auto Sales,Automobile Dealers,441120.0,120570017004.0
22j-222@8dj-f8f-7qz,John A Birchfield DDS,Offices of Dentists,621210.0,120570025003.0
22j-222@8dj-jts-fzz,Frank's Auto Air Muffler & Brake City,Automotive Repair and Maintenance,8111.0,120570070012.0
22r-222@8dj-jw2-tqf,Madewell,Clothing Stores,448120.0,120570061012.0
22s-224@8dj-jw2-3wk,Rosana Marzullo Dove,Offices of Other Health Practitioners,621330.0,120570055002.0
23b-222@8dj-mr4-qj9,Yoga Loft Tampa,Other Amusement and Recreation Industries,713940.0,120570039001.0
zzw-222@8dj-f84-wff,Metro by T Mobile Authorized Dealer,Electronics and Appliance Stores,443142.0,120570026001.0
zzw-222@8dj-f97-d7q,Seminole Heights Antiques & Home Decor,Used Merchandise Stores,453310.0,120570022002.0
zzw-222@8dj-jv2-835,Auto Dent Express,Automotive Repair and Maintenance,8111.0,120570065013.0
zzw-222@8dj-jv6-ks5,SunTrust Banks,Depository Credit Intermediation,522110.0,120570047002.0
zzw-222@8dj-mr4-h3q,Republic Services,Waste Treatment and Disposal,562211.0,120570038002.0
zzw-222@8dj-mr5-fxq,Standard Marine Supply,"Sporting Goods, Hobby, and Musical Instrument Stores",451110.0,120570053021.0
zzw-223@8dj-f7w-hkf,Walmart Supercenter,"General Merchandise Stores, including Warehouse Clubs and Supercenters",452311.0,120570108152.0
zzw-223@8dj-jv6-n3q,Nicole Goodman Berkshire Hathaway Home Services,Offices of Real Estate Agents and Brokers,531210.0,120570059002.0
zzw-223@8dj-mpn-9j9,Time For Wine,Beverage Manufacturing,312130.0,120570120012.0
zzw-223@8dj-mr8-3yv,Columbus Plaza,Lessors of Real Estate,531120.0,120570037002.0
zzw-224@8dj-jvc-rff,LongHorn Steakhouse,Restaurants and Other Eating Places,722511.0,120570046001.0
zzw-224@8dj-jw2-hh5,Renewal Rehabilitation Inc,Offices of Other Health Practitioners,621340.0,120570055003.0
zzw-224@8dj-jw6-3wk,Surf and Turf Cafe,Restaurants and Other Eating Places,722511.0,120570051011.0
zzw-225@8dj-f7f-q9f,Tire Kingdom,"Automotive Parts, Accessories, and Tire Stores",441310.0,120570001011.0
zzw-225@8dj-ffx-r6k,7-Eleven,Grocery Stores,445120.0,120570102113.0
zzw-227@8dj-f7f-q9f,Bento Asian Kitchen Sushi,Restaurants and Other Eating Places,722511.0,120570001011.0
zzy-222@8dj-f8x-yjv,R' Club Early Learning Academy,Child Day Care Services,624410.0,120570020001.0
zzy-222@8dj-jv6-v4v,Spaddy's Coffee,Restaurants and Other Eating Places,722515.0,120570046001.0
zzy-222@8dj-jvj-8d9,Room 5280 Tampa Live Escape Games,Other Amusement and Recreation Industries,713990.0,120570058006.0
zzy-223@8dj-f8f-wkz,MedExpress Urgent Care,Outpatient Care Centers,621493.0,120570027001.0
zzy-224@8dj-f8y-r8v,Hairs 2 U Barbershop,Personal Care Services,81211.0,120570020003.0
zzz-222@8dj-f8z-m49,Oaks At Riverview Senior Center,"Museums, Historical Sites, and Similar Institutions",712190.0,120570012002.0
zzz-222@8dj-jwm-td9,Spanish American War Memorial Park,"Museums, Historical Sites, and Similar Institutions",712190.0,120570072003.0
222-222@8dj-dzd-xqz,Iglesia De Dios Palabra Viva,Religious Organizations,813110.0,121010321112.0
222-222@8dj-f7h-jjv,Four Brothers Eatery,Restaurants and Other Eating Places,722513.0,120570003006.0
222-222@8dj-f7h-wzf,Zeko's Express Grill,Restaurants and Other Eating Places,722511.0,120570008002.0
222-222@8dj-f86-bkz,Cox's Wholesale Seafood Inc,Other Miscellaneous Manufacturing,3399.0,120570118023.0
222-222@8dj-f86-mx5,Calvary Church of the Open Bible,Religious Organizations,813110.0,120570118022.0
222-222@8dj-f96-hnq,Ybor Grocery,Grocery Stores,445120.0,120570031004.0
222-222@8dj-f99-rzf,First & Fresh WIC Authorized Food Centers,Grocery Stores,445120.0,120570034001.0
222-222@8dj-jvc-g8v,Hilton Garden Inn,Traveler Accommodation,721110.0,120570046001.0
222-222@8dj-jw4-s5z,Suncoast Massage Therapy Center,Personal Care Services,81211.0,120570049001.0
222-222@8dj-mqf-y7q,West Coast Golf Cars,Other Motor Vehicle Dealers,441228.0,120570122111.0
222-222@8dj-mr7-dd9,Sonrise Seafood,Specialty Food Stores,445220.0,120570037001.0
222-223@8dj-f6q-fmk,True Life Ministries Inc,Religious Organizations,813110.0,120570006022.0
222-223@8dj-f87-jgk,The RedLips Review,Personal Care Services,812199.0,120570013005.0
222-223@8dj-jtr-7yv,U Haul Moving & Storage at Gandy Blvd,Lessors of Real Estate,531130.0,120570066002.0
222-223@8dj-mp4-swk,Barney's of Brandon,Other Motor Vehicle Dealers,441228.0,120570122111.0
222-223@8dj-mr8-nwk,Marathon,Gasoline Stations,447110.0,120570037001.0
222-224@8dj-jtr-73q,Mattress Firm,Furniture Stores,442110.0,120570066002.0
222-22d@8dj-f7k-89z,Smoke Station 2,Other Miscellaneous Store Retailers,453991.0,120570107023.0
223-222@8dj-f79-8n5,Temple Terrace Animal Hospital,"Other Professional, Scientific, and Technical Services",541940.0,120570009022.0
223-222@8dj-jtv-ygk,Honest 1 Auto Care,Automotive Repair and Maintenance,811111.0,120570068022.0
223-222@8dj-jvb-9xq,Jiffy Lube,Automotive Repair and Maintenance,811191.0,120570057001.0
224-222@8dj-f7h-nwk,Florida Nails,Personal Care Services,81211.0,120570003006.0
224-222@8dj-f7j-7kf,Botanica Crystal,"Machinery, Equipment, and Supplies Merchant Wholesalers",4238.0,120570003003.0
224-222@8dj-f98-fzz,Sunstate Wrecker Service,Automotive Repair and Maintenance,8111.0,120570029001.0
224-222@8dj-jw2-gkz,SoHo Donut Company,Restaurants and Other Eating Places,722515.0,120570050003.0
225-222@8dj-f8c-tsq,Florida Boatlifts,Other Amusement and Recreation Industries,713930.0,120570026001.0
225-222@8dj-f8z-3nq,Dignified Photos,"Other Professional, Scientific, and Technical Services",54192.0,120570020003.0
225-222@8dj-f98-gzf,Central Super Market,Grocery Stores,445110.0,120570030001.0
225-223@8dj-f84-zxq,El Tomeguin Restaurant,Restaurants and Other Eating Places,722511.0,120570026001.0
225-223@8dj-jtx-fcq,,,,120570066001.0
225-223@8dj-jwb-49z,Marathon,Gasoline Stations,447110.0,120570057004.0
226-222@8dj-f6q-dy9,Camelitas Restaurant,Restaurants and Other Eating Places,722511.0,120570004023.0
226-222@8dj-f93-35z,Cheap Auto Insurance Group of Tampa,"Agencies, Brokerages, and Other Insurance Related Activities",524210.0,120570010021.0
227-224@8dj-f87-t7q,CITGO,Gasoline Stations,447110.0,120570025004.0
228-222@8dj-f78-jsq,Total Communication Therapy,Offices of Other Health Practitioners,621340.0,120570107023.0
228-222@8dj-f96-xyv,Ybor Resort & Spa,Traveler Accommodation,721110.0,120570039001.0
228-223@8dj-f8y-6c5,WelDone Pharmacy,Health and Personal Care Stores,446110.0,120570020001.0
229-222@8dj-f6p-w49,Cricket Wireless,Wired and Wireless Telecommunications Carriers,517312.0,120570119012.0
22d-222@8dj-f8f-7t9,Florida Kidney Phyisicians Tampa,Offices of Physicians,621111.0,120570025003.0
22f-222@8dj-f7f-rhq,Miller Clinic for Optimal Health,Offices of Other Health Practitioners,621310.0,120570108091.0
22h-222@8dj-jw2-yjv,The Other Side Antiques,Used Merchandise Stores,453310.0,120570049004.0
22k-222@8dj-f92-m49,Metro by T Mobile Authorized Dealer,Electronics and Appliance Stores,443142.0,120570017004.0
22q-222@8dj-jw3-2tv,Soho Urban Market and Fine Cigars,Other Miscellaneous Store Retailers,453991.0,120570049004.0
22z-222@8dj-jtt-tn5,Ely Melva DDS,Offices of Dentists,621210.0,120570065012.0
zzw-222@8dj-f6d-kmk,Morning Star Catholic School Tampa,Elementary and Secondary Schools,611110.0,120570004022.0
zzw-222@8dj-f6h-hwk,Southern Spices,Restaurants and Other Eating Places,722511.0,120570002011.0
zzw-222@8dj-f84-tqf,Holiday Inn Express & Suites Tampa Stadium Airport Area,Traveler Accommodation,721110.0,120570026001.0
zzw-222@8dj-f8d-y7q,Healthpoint Medical Group,Offices of Physicians,621111.0,120570027001.0
zzw-222@8dj-jw2-gx5,Punch Boxing For Fitness,Other Amusement and Recreation Industries,713940.0,120570050003.0
zzw-222@8dj-jw2-r6k,Chick-fil-A,Restaurants and Other Eating Places,722513.0,120570050003.0
zzw-222@8dj-jw3-xbk,,,,120570044003.0
zzw-222@8dj-jw6-435,Book Comfy,Support Activities for Air Transportation,488190.0,120570051011.0
zzw-223@8dj-jv6-y7q,Swan Accounting Solutions,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",5412.0,120570059001.0
zzw-223@8dj-jvb-6rk,Bar700,Restaurants and Other Eating Places,722511.0,120570046001.0
zzw-223@8dj-jw3-3nq,Urban Cantina,Restaurants and Other Eating Places,722511.0,120570049004.0
zzw-223@8dj-mpc-v4v,Cipresso,Restaurants and Other Eating Places,722511.0,120570120012.0
zzw-224@8dj-jw3-3nq,Chakana Soho,Restaurants and Other Eating Places,722511.0,120570049004.0
zzw-224@8dj-jw4-kpv,Walmart Pharmacy,Health and Personal Care Stores,446110.0,120570046003.0
zzw-227@8dj-f8y-jqf,Aladdin's Internet Cafe,Restaurants and Other Eating Places,722515.0,120570019001.0
zzy-222@8dj-jvc-cyv,Airport Economy Garage,Other Personal Services,812930.0,120579806001.0
zzy-222@8dj-jw7-nh5,Safety Harbor Behavioral Health and Counseling Center,Offices of Other Health Practitioners,621330.0,120570043001.0
zzy-222@8dj-mpf-j9z,Myers Tire Supply,"Automotive Parts, Accessories, and Tire Stores",441320.0,120570120012.0
zzy-222@8dj-mpf-mc5,Covenant Missionary Baptist Church,Religious Organizations,813110.0,120570105013.0
zzy-225@8dj-f8d-z75,JF Garcia MD Surgical and Wound Care Services,Offices of Physicians,621111.0,120570024004.0
zzz-222@8dj-f78-hyv,University Townhomes Park,"Museums, Historical Sites, and Similar Institutions",712190.0,120570107023.0
222-222@8dj-f7b-jsq,Staples,"Office Supplies, Stationery, and Gift Stores",453210.0,120570108161.0
222-222@8dj-f8y-k4v,Loc'd Up Natural Hair Salon,Personal Care Services,81211.0,120570019001.0
222-222@8dj-f93-g49,Rest Haven Memorial Park,Death Care Services,812220.0,120570010023.0
222-222@8dj-fhf-59f,Chase,Depository Credit Intermediation,522110.0,120570110162.0
222-222@8dj-jv6-tjv,Promo Printing Group Inc,Printing and Related Support Activities,3231.0,120570046001.0
222-222@8dj-jw5-rtv,Trolley's American Cafe,Restaurants and Other Eating Places,722511.0,120570051011.0
222-222@8dj-jx9-wtv,Top Notch Printing,Printing and Related Support Activities,3231.0,120570073001.0
222-222@8dj-jys-q4v,Capital Golf Carts,Other Motor Vehicle Dealers,441228.0,121030273202.0
222-222@8dj-mqf-yy9,Paul Davis Restoration,Services to Buildings and Dwellings,561720.0,120570122111.0
222-223@8dj-jw6-zfz,Montellie's CafeMontellie's Sandwich Shop & Cafe',Restaurants and Other Eating Places,722513.0,120570042002.0
222-224@8dj-jv6-jgk,Macy's,Department Stores,452210.0,120570047002.0
222-224@8dj-mpn-hqz,Subway,Restaurants and Other Eating Places,722513.0,120570036001.0
223-222@8dj-f6k-x5z,Trinity Preparatory School Of Tampa,Elementary and Secondary Schools,611110.0,120570112063.0
223-222@8dj-f87-y5f,La Pequena Colombia Express,Restaurants and Other Eating Places,722513.0,120570119051.0
223-222@8dj-f95-h5z,College Hill Church Of God In Christ Inc,Religious Organizations,813110.0,120570010011.0
223-223@8dj-dqx-rkz,Metro by T Mobile Authorized Dealer,Electronics and Appliance Stores,443142.0,120570102051.0
223-223@8dj-fgj-qvf,Bow Wow Boutique,Other Personal Services,812910.0,120570102101.0
223-226@8dj-jvh-gp9,Mandala Core Fitness,Other Amusement and Recreation Industries,713940.0,120570058004.0
224-222@8dj-f94-xt9,,,,120570010011.0
224-222@8dj-jw4-py9,Smack Apparel,Clothing Stores,4481.0,120570049001.0
225-222@8dj-dqx-wff,Wingstop,Restaurants and Other Eating Places,722513.0,121010321091.0
225-222@8dj-f8w-249,Lien Hoa Oriental Market,Grocery Stores,445110.0,120570119021.0
225-222@8dj-f97-wp9,Dollar Tree,"General Merchandise Stores, including Warehouse Clubs and Supercenters",452319.0,120570023001.0
225-223@8dj-jz4-xh5,Continental Auto Repair & Tires,Automotive Repair and Maintenance,8111.0,120570116053.0
226-222@8dj-f87-whq,Ron's Body Shop,Automotive Repair and Maintenance,8111.0,120570119051.0
226-222@8dj-f8d-zpv,Out Fast Property Management,Activities Related to Real Estate,531311.0,120570027002.0
226-222@8dj-jw7-7bk,Target Recovery & Transport,Support Activities for Road Transportation,488410.0,120570030003.0
227-222@8dj-f7j-mff,United Marketing,"Advertising, Public Relations, and Related Services",5418.0,120570008001.0
229-222@8dj-f6q-7dv,Cool Dogs Mechanical Services,Building Equipment Contractors,2382.0,120570007001.0
22b-222@8dj-jwb-649,Hanger Prosthetics & Orthotics,Professional and Commercial Equipment and Supplies Merchant Wholesalers,423450.0,120570057002.0
22c-222@8dj-f8b-b6k,Zakkara,Personal Care Services,81211.0,120570027003.0
22d-223@8dj-jtx-9pv,South Tampa Auto Boutique,Automobile Dealers,441120.0,120570062002.0
22g-222@8dj-dqn-5vf,Northwood Manor Assisted Living,Nursing and Residential Care Facilities,623.0,121010321091.0
22m-222@8dj-jw2-yjv,Sew Fast,Drycleaning and Laundry Services,812320.0,120570049004.0
